,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
386,찹쌀밥(30),팥죽,애호박콩가루볶음,팽이버섯나물,깻잎김치,S파프리카스틱,S우유(100ml),소고기가지덮밥,채소스프,춘권튀김,토마토치즈샐러드,비트초절이,empty,S수제바나나우유,밤콩밥,만두국,소불고기,가지나물무침,콜라비나박김치
387,쌀밥(30),다진소고기콩나물국,달걀채소볶음,무말랭이,열무물김치,S오렌지(50g),S우유미숫가루,새우편마늘볶음밥,맑은가쓰오부시장국,게살마요무침,마카로니채소샐러드(마요네즈),깍두기,S건포도감자볼,S쌀음료,잡곡밥,아욱맑은국,돼지고기짜장볶음,참나물겉절이,콜라비나박김치
388,콩밥,아욱우렁된장국,팽이버섯달걀전,더덕사과무침,단배추물김치,S오렌지(50g),S우유(100ml),소고기가지덮밥,감자국,가지구이,양배추유자청샐러드,비트초절이,S연두부샐러드(오리엔탈드레싱),S코코아,율무밥,콩나물육개장,돼지고기단호박찜,매콤콩나물무침,총각김치
389,쌀밥(추가),팥죽,모듬장조림,마카로니채소샐러드,깻잎김치,S키위(50g),S떠먹는요구르트(100ml),소고기비빔밥,느타리버섯국,건새우애호박볶음,냉이무침,깍두기,S배(50g),S우유(100ml),찹쌀밥,만두국,닭가슴살데리야끼조림,파프리카유자청무침,오이소박이김치
390,찹쌀밥,미역만두국,달걀찜(40g),배무생채,총각김치,S포도(100g),S우유(100ml),돼지고기양배추덮밥,감자달걀국,고구마튀김,오이샐러드,비트초절이,S오렌지(50g),S떠먹는요구르트(100ml),밤콩밥,안매운닭개장,돼지고기사태찜,가지무침,나박김치
391,소고기김주먹밥,미소장국,스크램블에그,바나나사과키위샐러드,열무물김치,S멜론(50g),S단호박식혜,율무밥,감자국,팽이버섯달걀전,도토리묵상추무침,깍두기,S모닝빵+딸기잼,S우유(200ml),콩밥,부추맑은국,주꾸미떡볶음,호박채소볶음,깻잎김치
392,수수밥,소고기숙주국,미트볼케첩조림,감자어묵볶음,오이소박이김치,S배(50g),S우유(150ml),일본식소고기덮밥(규동),애호박맑은국,채소크로켓,마카로니채소샐러드(마요네즈),열무김치,empty,S수제바나나우유,찹쌀밥,모듬버섯찌개,돼지고기편육,냉이무침,비트초절이
393,찹쌀현미밥,청국장찌개,아욱건새우전,도라지배무침,동치미,S토마토(100g),S우유(100ml),소고기가지덮밥,두부전골,달걀찜(40g),마카로니콘샐러드,열무물김치,S수박(100g),empty,밤콩밥,김치두부찌개,매콤주꾸미볶음,우엉채곤약조림,깍두기
394,찹쌀밥,갈비탕,치즈달걀말이,냉이무침,총각김치,S사과(50g),S수제바나나우유,브로콜리채소볶음밥,미니유부우동,비빔만두,사과오렌지샐러드(요거트드레싱),비트초절이,S오렌지(50g),S망고주스,수수밥,사골파국,오징어새우볶음,건새우애호박볶음,오이소박이김치
395,쌀밥(30),감자양파국,(저염)닭가슴살데리야끼조림,크래미채소볶음,단배추물김치,S수박(100g),empty,찹쌀밥,만두국,소고기버섯볶음,숙주초고추장무침,깍두기,S달걀토스트,S우유(150ml),밤콩밥,모듬버섯찌개,너비아니채소볶음,모듬튀김,나박김치
396,찹쌀밥,콩가루쑥국,소고기달걀장조림,명엽채고추장조림,단배추물김치,과일샐러드,S우유(150ml),찹쌀팥밥,미역국,돼지고기사태찜,파프리카유자청무침,비트초절이,S포도(100g),S매실차,콩밥,맑은꽃게탕,주꾸미볶음,애호박콩가루볶음,총각김치
397,고구마밥,버섯육개장,닭다리카레찜,고구마순된장무침,깍두기,S참외샐러드,S우유(200ml),소고기가지덮밥,애호박맑은국,채소크로켓,사과샐러드(발사믹드레싱),나박김치,S오렌지(50g),S미숫가루,밤콩밥,대구살맑은국,애호박소고기찜,우엉채곤약조림,열무물김치
398,수수밥,대구살맑은국,온두부+양념장,김무침,총각김치,S오렌지(100g),S우유(150ml),찹쌀팥밥,두부전골,모듬버섯전,감자어묵볶음,나박김치,S연두부샐러드(오리엔탈드레싱),S오미자아이스크림,콩밥,바지락맑은국,주꾸미볶음,취나물된장무침,비트초절이
399,팥밥,미역만두국,두부찜,고구마순된장무침,단배추물김치,S키위(50g),S떠먹는요구르트(100ml),소고기가지덮밥,맑은가쓰오부시장국,감자버터구이,콘샐러드,비트초절이,S달걀토스트,S우유(150ml),옥수수밥,깻잎된장찌개,닭살카레찜,애호박볶음,깍두기
400,옥수수밥,안매운닭개장,달걀치즈말이,양배추샐러드(레몬드레싱),백김치,S녹차밤양갱,S수제바나나우유,돼지고기양배추덮밥,실파장국,옥수수버터구이,고구마범벅,콜라비나박김치,S단감(50g),S우유(100ml),쌀밥,다진소고기콩나물국,삼치레몬구이,건새우애호박볶음,총각김치
401,파프리카유부초밥,배추맑은국,토마토달걀볶음,코울슬로,비트초절이,S귤(80g),S검은깨두유(100ml),율무밥,만두국,애호박생선살찜,김치녹두전,열무물김치,empty,S우유(150ml),밤콩밥,어묵탕,매콤주꾸미볶음,양배추쌈,깍두기
402,잡곡밥,두부감자국,부추달걀볶음,깻잎새콤무침,총각김치,S오렌지(50g),S우유미숫가루,소고기굴소스볶음밥,실파맑은국,알감자조림,파인콘샐러드,나박김치,S(우유제외)수박화채,empty,밤콩밥,부추새우맑은국,돼지고기연근찜,감자채볶음,단배추물김치
403,고구마밥,조랭이떡미역국,오징어브로콜리숙회,고구마순된장무침,깍두기,S치즈,S토마토주스,브로콜리채소볶음밥,느타리버섯국,채소크로켓,오이샐러드,비트초절이,S귤(50g),S우유(100ml),찹쌀밥,만두국,크림떡볶이,상추사과초무침,석박지
404,팥밥,새우살미역국,파프리카스크램블에그,마늘쫑무침,단배추물김치,S멜론(50g),S떠먹는요구르트(100ml),소고기가지덮밥,미니유부우동,단호박구이,토마토치즈샐러드,나박김치,S모닝빵+딸기잼,S우유(100ml),밤콩밥,된장찌개,생선까스+타르타르소스,도라지무침,백김치
405,율무밥,만두국,새우살파래전,코울슬로,열무김치,S삶은달걀(50g),S수제바나나우유,찹쌀밥,두부전골,소고기등심버섯불고기,감자채요거트샐러드,총각김치,S귤(80g),S쌀음료,콩밥,모듬버섯찌개,돼지고기우엉잡채,애호박건새우볶음,나박김치
406,옥수수밥,만두닭개장,돼지사태찜,건새우애호박볶음,콜라비나박김치,S치즈,S오렌지주스(무가당),돼지고기양배추덮밥,유부실파국,옥수수채소튀김,오이샐러드,비트초절이,S바나나(50g),S우유(150ml),찹쌀밥,어탕국수,주꾸미채소간장볶음,가지양념찜,깍두기
407,찹쌀밥,김치두부국,달걀치즈말이,양배추샐러드(레몬드레싱),열무물김치,S배(100g),S우유(150ml),소고기굴소스볶음밥,게살스프,고구마맛탕,마카로니채소샐러드(마요네즈),석박지,S멜론(75g),S식혜,밤콩밥,청국장국,(저염)닭가슴살데리야끼조림,얼갈이무침,총각김치
408,흑미밥,콩나물육개장,모듬버섯전,양배추무침,오이소박이김치,S모닝빵,S호두우유,찹쌀현미밥,두부곤약탕국,유산슬,오이부추생채,백김치,S치즈,S오렌지주스,김치영양밥,새우맑은국,연근채소전,달래김무침,나박김치
409,찹쌀밥,배추국,크래미채소볶음,애호박나물,비트초절이,S단호박샐러드(마요네즈),S토마토주스,완두콩밥,버섯찌개,순살간장닭갈비,채소비빔소면,깍두기,empty,S바나나쉐이크,불고기채소비빔밥,쑥갓어묵탕,오징어완자전,empty,총각김치
410,달걀버섯볶음밥,미역미소장국,당근옥수수콘전,양배추샐러드(레몬드레싱),비트초절이,S치즈,S오렌지주스(무가당),흑미밥,호박감자수제비국,닭살표고버섯볶음,아욱나물무침,동치미,empty,S수제블루베리우유,콩밥,달래된장국,돼지고기구이,오이무침,깍두기
411,팥밥,감자미역국,연두부+양념장,검정콩호두조림,나박김치,S오렌지(50g),S쌀음료,소고기가지덮밥,미니유부우동,단호박구이,양배추샐러드(레몬드레싱),비트초절이,empty,S고구마쉐이크,율무밥,애호박맑은국,(저염·저당)돼지갈비찜,느타리버섯나물,오이소박이김치
412,옥수수밥,참외미역냉국,소고기장조림,얼갈이무침,총각김치,empty,S복숭아호두스무디,크림소스스파게티,empty,춘권튀김,감자채요거트샐러드,비트초절이,S오이스틱,S식혜,찹쌀밥,온청포묵국,짜장떡볶이,무말랭이,단배추물김치
413,잡곡밥(30),건새우아욱토장국,우엉채곤약조림,파프리카양파볶음,깍두기,S팥죽,S매실차,찹쌀밥,맑은닭개장,애호박생선살찜,팽이버섯볶음,비트초절이,S과일샐러드,S수제바나나우유,소고기가지덮밥,느타리버섯국,닭가슴살데리야끼조림,브로콜리조갯살전,나박김치
414,수수밥,미역북어국,달걀말이,치커리겉절이,총각김치,S참외(100g),S우유(150ml),일본식소고기덮밥(규동),청경채맑은국,감자부추전,양배추샐러드(참깨드레싱),콜라비나박김치,S단팥죽,empty,잡곡밥,김치국,소고기모듬장조림,오이나물,단배추물김치
415,팥밥,만두국,돈사태장조림,도라지무침,오이소박이김치,S사과(50g),S우유(100ml),소고기가지덮밥,애호박맑은국,견과류고구마범벅,오이토마토샐러드(발사믹드레싱),콜라비나박김치,S연두부샐러드(오리엔탈드레싱),S쌀음료,옥수수밥,모듬버섯찌개,낙지채소볶음,건새우애호박볶음,깍두기
416,옥수수밥,만두순두부찌개,주꾸미채소간장볶음,브로콜리초무침,나박김치,S배(50g),S고구마쉐이크,돼지고기양배추덮밥,팽이장국,옥수수채소튀김,애호박볶음,비트초절이,S치즈,S식혜,찹쌀밥,두부전골,(고춧가루제외)갈치조림,콩나물무침,총각김치
417,수수밥(30),팥죽,달걀간장조림,브로콜리견과류볶음,단배추물김치,S마카로니채소샐러드,S우유(100ml),기장밥,홍합살맑은국,돼지고기우엉잡채,달래새우살전,얼갈이배추김치,S치즈스틱,S오렌지주스,찹쌀팥밥,애호박국,닭살표고버섯볶음,미나리초무침,깍두기
418,밤콩밥,아욱맑은국,닭살양배추볶음,두부열무나물,단배추물김치,S치즈,S오렌지주스,가지채소볶음밥,감자국,해물김치전,사과연근샐러드,백김치,S밤식빵,S우유(150ml),잡곡밥,감자탕,주꾸미채소볶음,청경채초무침,총각김치
419,현미밥,목살김치국,달걀말이,콩나물냉채,단배추물김치,S방울토마토(70g),S우유(150ml),취나물표고영양밥,아욱우렁된장국,봄동해물전,고구마줄기볶음,열무김치,S과일샐러드,S단호박식혜,찹쌀밥(추가),삼계탕,얼갈이무침,(저염)연근조림,나박김치
420,수수밥,팥죽,달걀치즈말이,파프리카유자청무침,깍두기,empty,S토마토주스,일본식소고기덮밥(규동),유부대파국,가지구이,치킨텐더샐러드(머스타드드레싱),비트초절이,S치즈,S수제바나나우유,찹쌀밥,모듬버섯찌개,오리훈제채소구이,채소전,총각김치
421,팥밥,낙지연포탕,(저염·저당)돼지고기메추리알조림,냉이무침,나박김치,S수박(100g),S식혜,소고기가지덮밥,느타리버섯국,치킨너겟+소스,으깬견과류고구마샐러드(요거트),열무물김치,S오렌지(50g),S우유(150ml),옥수수밥,미니유부우동,생선까스,고구마순된장무침,오이소박이김치
422,수수밥,만두국,우유달걀찜,상추초무침,백김치,empty,S수제바나나우유,일본식소고기덮밥(규동),애호박새우젓국,채소전,양상추유자청샐러드,동치미,S키위(50g),S우유(150ml),밤콩밥,모듬버섯찌개,삼겹단호박찜,쑥갓들깨무침,비트초절이
423,소고기김주먹밥,느타리버섯국,스크램블에그,(고춧가루제외)부추사과무침,나박김치,S키위(100g),S우유(150ml),옥수수밥,우렁이된장국,돼지사태찜,콩나물무침,단배추물김치,S과일샐러드(요거트드레싱),S미숫가루,찹쌀밥,해물탕,두부채소굴소스볶음,애호박나물,깍두기
424,달걀버섯볶음밥,유부실파국,(저염)소고기호두조림,열무볶음,단배추물김치,S수박(100g),S수제블루베리우유,밤콩밥,달래된장국,두부잡채,느타리버섯나물,파김치,S견과류,S오렌지주스(무가당),밤찹쌀팥밥,감자탕,닭고기냉채,미나리초무침,오이소박이김치
425,팥밥,조랭이떡미역국,소고기장조림,열무볶음,깍두기,S참외샐러드,S망고주스,소고기가지덮밥,멸치장국,채소크로켓,토마토치즈샐러드,비트초절이,empty,S수제바나나우유,찹쌀밥,만두국,고등어양념조림,애호박건새우볶음,나박김치
426,고구마밥,미역북어국,단호박해물찜,파프리카양파볶음,동치미,S모닝빵,S오렌지주스(무가당),밤찹쌀팥밥,소갈비탕,돼지고기찹쌀구이(간장),무말랭이,단배추물김치,S수박(100g),S우유미숫가루,새우크림스파게티,empty,춘권튀김,양배추샐러드(레몬드레싱),비트초절이
427,밤콩밥,느타리버섯국,고등어무조림,콩나물무침,나박김치,S수제멸치과자,S쌀음료,열무비빔밥,애호박새우젓국,돼지고기연근채소전,우엉채조림,오이소박이김치,S사과(50g),S우유미숫가루,찹쌀밥,버섯소고기국,후라이드치킨,양념가지찜,총각김치
428,찹쌀밥,안매운육개장,우엉채곤약조림,돌나물흑임자샐러드,열무물김치,S파프리카스틱,S검은깨두유(200ml),일본식소고기덮밥(규동),애호박맑은국,채소크로켓,팽이버섯나물,비트초절이,S치즈,S토마토주스,수수밥,만두국,(저염)닭가슴살단호박조림,고구마순된장무침,깍두기
429,팥밥,바지락파래국,가자미양념조림,청경채나물,총각김치,S포도(100g),S호두우유,닭살카레감자밥+양념장,느타리버섯국,새우살파래전,마카로니채소샐러드,나박김치,empty,S수제바나나우유,밤콩밥,두부전골,주꾸미채소간장볶음,냉이나물,오이소박이김치
430,수수밥(30),팥죽,메추리알고구마조림,열무볶음,깍두기,empty,S수제딸기우유,가지채소볶음밥,배추된장국,해물김치전,미나리초무침,단배추물김치,S청경채죽,S쌀음료,밤찹쌀팥밥,감자탕,닭고기냉채,두부잡채,나박김치
431,찹쌀밥(30),찹쌀옹심이국,치즈감자조림,팽이버섯부추나물,총각김치,S과일샐러드(요거트드레싱),S매실차,소고기가지덮밥,콩나물맑은국,채소크로켓,양상추샐러드,콜라비나박김치,S오이당근스틱,S우유(150ml),팥밥,조갯살된장찌개,소고기청경채볶음,도라지나물,동치미
432,밤콩밥,달래맑은국,새우살달걀찜,애호박콩가루볶음,비트초절이,S참깨채소죽,S보리차,찹쌀밥,건새우시금치국,닭다리살장조림,다시마감자채전,열무김치,S딸기(100g),S우유미숫가루,찹쌀팥밥,순두부찌개,훈제오리단호박볶음,파프리카유자청무침,깍두기
433,흑미밥,소고기미역국,닭간장조림,팽이버섯부추나물,총각김치,S수제멸치과자,S오렌지주스,밤콩밥,모듬버섯찌개,동태포전,참나물볶음,나박김치,empty,S바나나쉐이크,일본식소고기덮밥(규동),애호박맑은국,채소크로켓,연근흑임자샐러드,오이소박이김치
434,찹쌀밥(추가),팥죽,두부당근완자전,열무나물,깍두기,empty,S우유(150ml),소고기가지덮밥,유부실파국,깐쇼새우,양상추샐러드(발사믹드레싱),열무물김치,S치즈,S토마토주스,콩밥,낙지연포탕,소고기우엉조림,무사과무침,비트초절이
435,팥찹쌀밥,미역만두국,삼색달걀찜,애호박볶음,단배추물김치,empty,S복숭아호두스무디,옥수수밥,느타리버섯국,(고춧가루제외)고등어조림,고구마순된장무침,나박김치,S건포도감자볼,S오렌지주스,찹쌀팥밥,콩나물육개장,돼지고기짜장볶음,(고춧가루제외)부추사과무침,열무김치
436,쌀밥(30),호박맑은국,닭가슴살데리야끼조림,콩나물무침,단배추물김치,S치즈,S검은깨두유(100ml),찹쌀밥,배추된장국,주꾸미채소간장볶음,느타리버섯나물,깍두기,S수제멸치과자,S우유(200ml),돼지고기양배추덮밥,채소스프,버섯탕수,오이샐러드,비트초절이
437,수수밥,모듬어묵국,오징어초무침,브로콜리견과류볶음,얼갈이배추김치,S파인애플(50g),S쌀음료,소고기카레라이스,우동국물,두부참치샐러드(유자청드레싱),감자버터구이,깍두기,S고구마샐러드(마요네즈),S우유(200ml),기장밥,아욱된장국,임연수카레구이,오이파프리카무침,총각김치
438,팥밥,미역국,돼지고기부추잡채,돌나물흑임자샐러드,나박김치,S오이당근스틱,S우유(150ml),일본식소고기덮밥(규동),당근스프,물만두,파프리카유자청무침,비트초절이,S수제멸치과자,S식혜,찹쌀밥,두부전골,주꾸미채소간장볶음,콩나물무침,깍두기
439,찹쌀밥,곤약어묵국,김치녹두전,유채나물,총각김치,S연두부샐러드(오리엔탈드레싱),S우유(150ml),옥수수밥,애호박새우젓국,주꾸미간장조림,양념가지찜,열무김치,S치즈,S망고주스,돼지고기양배추덮밥,미니유부우동,군만두,바나나사과키위샐러드,나박김치
440,팥밥,애호박맑은국,닭간장조림,콩나물잡채,열무물김치,S건포도감자볼,S수제바나나우유,크림리조또,채소스프,새우버터구이,자두샐러드,비트초절이,S키위(50g),S미숫가루,밤콩밥,만두국,미트볼피망조림,냉이무침,오이소박이김치
441,수수밥,감자미역국,소고기우엉조림,팽이버섯나물,나박김치,S오이스틱,S포도주스,새우크림스파게티,empty,채소크로켓,참외샐러드,비트초절이,S오렌지(50g),S우유(100ml),흑미밥,두부전골,삼치살데리야끼조림,참나물겉절이,깍두기
442,소고기가지덮밥,느타리버섯국,토마토스크램블에그,양배추샐러드(딸기드레싱),비트초절이,empty,S수제바나나우유,쌀밥(추가),맑은닭개장,크림소스스파게티,단배추멸치조림,오이소박이김치,S블루베리(50g),S떠먹는요구르트(100ml),밤콩밥,모듬버섯찌개,동그랑땡전,참외노각무침,단배추물김치
443,옥수수밥,순두부찌개,가자미무조림,참나물무침,열무물김치,S치즈,S식혜,돼지고기양배추덮밥,팽이장국,떡범벅,유자청두부샐러드,비트초절이,S오렌지(50g),S호두우유,찹쌀밥,만두닭개장,너비아니채소볶음,양념가지찜,나박김치
444,찹쌀밥,단호박무국,(저염·저당)소고기장조림,고구마순된장무침,백김치,empty,S복숭아호두스무디,열무비빔밥,냉콩나물국,삼색달걀찜,애호박나물,깍두기,S치즈,S오렌지주스(무가당),밤콩밥,설렁탕+소면,주꾸미채소간장볶음,(고춧가루제외)부추사과무침,총각김치
445,수수밥,모듬버섯찌개,부추잡채볶음,무말랭이,열무김치,S수박(100g),S수제블루베리우유,일본식소고기덮밥(규동),애호박맑은국,채소크로켓,가지구이,단배추물김치,S귤(80g),empty,옥수수밥,두부전골,해물김치전,달걀장조림,오이소박이김치
446,율무밥,바지락된장국,(저염)닭가슴살데리야끼조림,양상추샐러드(오리엔탈드레싱),깍두기,S참깨우유스프,S토마토주스,돼지고기카레볶음밥,매콤애호박국,오징어초무침,열무나물,비트초절이,S바나나(100g),S검은깨두유(100ml),찹쌀보리밥,감자탕,돼지고기짜장볶음,브로콜리두부무침,백김치
447,쌀밥,감자채맑은국,메추리알곤약조림,오이볶음,열무김치,S단팥죽,S수제블루베리우유,밤콩밥,애호박된장국,주꾸미채소간장볶음,모듬견과조림,단배추물김치,S연두부샐러드(오리엔탈드레싱),S쌀음료,잡곡밥,콩나물국,닭안심사과볶음,얼갈이배추겉절이,나박김치
448,옥수수밥,미역국,새우살채소볶음,더덕사과무침,비트초절이,S치즈,S오렌지주스,취나물표고영양밥,두부대합탕국,닭가슴살데리야끼조림,상추초무침,깍두기,S건포도감자볼,S우유(100ml),율무밥,만두닭개장,제육숙주불고기,애호박나물,단배추물김치
449,브로콜리채소볶음밥,크림스프,새우맛연근튀김,양배추나물,오이피클,S블루베리(50g),S떠먹는요구르트(100ml),찹쌀밥,만두순두부찌개,소고기가지불고기,건새우애호박볶음,나박김치,S오렌지(50g),S우유(100ml),고구마밥,모듬버섯찌개,차돌숙주볶음,느타리버섯나물,백김치
450,옥수수밥,다진소고기콩나물국,어묵감자조림,고구마순된장무침,콜라비나박김치,S딸기(100g),S떠먹는요구르트(100ml),새우버섯덮밥,애호박된장국,연근채소전,콘샐러드,비트초절이,empty,S호두우유,찹쌀밥,버섯샤브샤브,주꾸미채소간장볶음,브로콜리두부무침,깍두기
451,팥밥,온도토리묵국,닭살버섯불고기,애호박볶음,비트초절이,S멜론(50g),S쌀음료,찹쌀밥,만두국,훈제오리구이,브로콜리무침,열무김치,empty,S복숭아호두스무디,닭살카레감자밥+양념장,곤약어묵국,가지구이,(고춧가루제외)부추사과무침,총각김치
452,수수밥,조갯살아욱국,녹두전,참외노각무침,백김치,S귤(80g),S식혜,일본식소고기덮밥(규동),만두국,연근채소전,양배추샐러드(딸기드레싱),열무물김치,empty,S수제바나나우유,밤콩밥,고추장찌개,오징어불고기,가지구이,나박김치
453,찹쌀밥,미역국,오징어불고기,느타리버섯당근볶음,오이소박이김치,empty,S우유(150ml),찹쌀팥밥,아욱된장국,닭찜,브로콜리초무침,열무김치,S사과(50g),S쌀음료,소고기가지덮밥,다시마감자국,채소크로켓,양배추샐러드(사우전아일랜드드레싱),비트초절이
454,소고기김주먹밥,버섯부추국,게살스크램블에그,연근흑임자소스무침,단무지,S파인애플(50g),S우유(100ml),찹쌀보리밥,김치두부찌개,(저염)갈치조림,참나물무침,동치미,S건포도감자볼,S수제바나나우유,옥수수밥,감자탕,춘천닭갈비,무말랭이,백김치
455,율무밥,쑥국,닭가슴살샐러드(머스타드소스),애호박콩가루볶음,얼갈이배추김치,empty,S단호박식혜,쌀밥,해물우동볶음,연어스테이크,양배추샐러드(딸기드레싱),백김치,S과일샐러드(마요네즈),S호두우유,찹쌀팥밥,돼지고기된장찌개,고등어김치조림,참나물간장무침,열무물김치
456,수수밥,애호박새우젓국찌개,김치녹두전,도라지무침,콜라비나박김치,S오이당근스틱,S수제바나나우유,소고기가지덮밥,두부된장국,완자전,가지무침,비트초절이,S연두부샐러드(오리엔탈드레싱),S오렌지주스,밤콩밥,미역만두국,주꾸미볶음,고구마순된장무침,깍두기
457,찹쌀밥,두부된장국,달걀간장조림,진미채무말랭이무침,총각김치,S오렌지(50g),S미숫가루,브로콜리채소볶음밥,느타리버섯국,연어스테이크,채소샐러드(발사믹드레싱),열무물김치,empty,S바나나쉐이크,밤밥,만두국,뼈없는닭갈비,건새우애호박볶음,나박김치
458,잡곡밥,김치두부국,닭가슴살조림,고구마줄기볶음,단배추물김치,empty,S수제블루베리우유,가지채소볶음밥,바지락국,다시마감자채전,무말랭이,나박김치,S수박(100g),S우유(100ml),밤찹쌀팥밥,차돌박이된장국,주꾸미채소볶음,취나물무침,깍두기
459,팥밥,애호박젓국찌개,두부채소굴소스볶음,(고춧가루제외)부추사과무침,깍두기,empty,S고구마쉐이크,찹쌀밥,만두순두부찌개,불고기,가지양념찜,총각김치,S건포도감자볼,S우유(100ml),돼지고기양배추덮밥,팽이장국,양파링튀김,토마토치즈샐러드,단무지무침
460,찹쌀현미밥(30),두부맑은국,새우살조림,오이무침,나박김치,S백설기,S우유(200ml),표고버섯콩나물밥,무된장국,닭봉소스조림,empty,단배추물김치,S사과(50g),S우유(100ml),옥수수밥,감자탕,참치채소전,애호박볶음,깍두기
461,수수밥(30),버섯맑은국,가자미살구이,미역초무침,비트초절이,S고구마경단,S우유(200ml),오리훈제볶음밥,콩가루배추국,두부채소전,오징어브로콜리숙회,나박김치,S삶은달걀(50g),S토마토쉐이크,찹쌀밥,만두국,볼어묵조림,상추사과초무침,단배추물김치
462,흑미밥(30),배추당면국,크래미채소볶음,취나물된장무침,오이소박이김치,S마카로니채소샐러드,S우유(200ml),소고기카레라이스,감자국,브로콜리양배추찜,empty,깍두기,S우엉주먹밥,S단호박식혜,율무밥,낙지연포탕,돼지고기구이,열무나물,열무물김치
463,옥수수밥(30),만두국,건새우애호박볶음,파래자반,나박김치,S두부채소죽,S쌀음료,유부불고기덮밥,우동국물,메추리알마요네즈샐러드,empty,비트초절이,S건포도감자볼,S우유미숫가루,찹쌀밥,삼계탕,떡탕평채,고구마줄기볶음,깍두기
464,율무밥(30),팽이장국,참치채소볶음,호박고지나물,석박지,S찐고구마,S우유(150ml),꼬마김밥,해물볶음우동,양배추샐러드(사우전아일랜드드레싱),empty,열무물김치,S치즈스틱,S오렌지주스(무가당),찹쌀팥밥,다시마새우젓국,안매운오삼불고기,고구마순된장무침,나박김치
465,수수밥(30),미역국,채소스크램블에그,가지나물무침,비트초절이,S단팥죽,S우유(200ml),두부카레라이스,실파장국,닭가슴살샐러드(머스타드소스),empty,나박김치,S건포도감자볼,S우유(100ml),찹쌀밥(추가),오징어무국,궁중떡볶이,참나물유자청무침,동치미
466,옥수수밥(30),닭살숙주국,달걀찜(40g),고구마순된장무침,나박김치,S방울토마토(35g),S고구마쉐이크,돼지고기채소덮밥,느타리버섯국,치킨너겟+머스타드소스,양배추샐러드(레몬드레싱),깍두기,S파인애플(50g),S우유(200ml),찹쌀밥,달래두부된장국,(수제)떡갈비구이,브로콜리나물,비트초절이
467,팥밥(40),버섯맑은국,미트볼피망조림,미역초무침,나박김치,S건포도감자볼,S수제바나나우유,깍두기볶음밥,실파장국,(수제)떡갈비구이,empty,비트초절이,S수제감자피자,S우유미숫가루,밤콩밥,두부전골,건새우애호박볶음,채소비빔소면,열무김치
468,팥밥(40),조랭이떡미역국,(저염·저당)돼지고기메추리알조림,단배추나물,비트초절이,S백설기,S오렌지주스,파인애플새우볶음밥,유부실파국,감자고로케,empty,깍두기,S방울토마토(35g),S우유(150ml),밤찹쌀팥밥,만두국,오징어불고기,미나리초무침,나박김치
469,수수밥(30),늙은호박국,감자어묵볶음,시금치나물,오이소박이김치,S당근스틱,S검은깨두유(100ml),찹쌀팥밥,채소스프,생선까스+타르타르소스,양배추샐러드(레몬드레싱),깍두기,S감말랭이,S우유(150ml),콩밥,아욱된장국,닭고구마조림,단배추나물,총각김치
470,옥수수밥(30),조랭이떡미역국,건새우애호박볶음,느타리버섯나물,석박지,S건포도감자볼,S복숭아호두스무디,돼지고기카레라이스,크림스프,소떡소떡,empty,깍두기,S단호박설기,S우유(100ml),찹쌀밥,맑은동태찌개,삼겹케첩조림,브로콜리숙회,백김치
471,팥밥(30),맑은양배추국,감자어묵볶음,고구마순된장무침,단배추물김치,S마카로니채소샐러드,S수제딸기우유,밤콩밥,부추미소장국,돼지고기강정+소스,양상추샐러드,비트초절이,S사과(50g),S우유(150ml),콩밥,모듬버섯찌개,두부함박스테이크,참나물유자청무침,깍두기
472,옥수수밥(30),건새우맑은국,깻잎두부조림,느타리버섯나물,나박김치,S고구마경단,S식혜,소고기채소볶음밥,달걀파국,애호박전,empty,비트초절이,S치즈스틱,S오렌지주스,찹쌀밥,채소스프,떡갈비구이,가지나물무침,깍두기
473,밤밥(30),만두국,고구마순된장무침,검정콩조림,깻잎김치,S모닝빵,S우유(100ml),불고기채소비빔밥,다시마감자국,마카로니채소샐러드(마요네즈),empty,총각김치,S증편,S쌀음료,율무밥,두부전골,새우살파래전,(고춧가루제외)부추사과무침,비트초절이
474,옥수수밥(30),미역만두국,다시마감자채전,느타리버섯나물,깍두기,S바나나쉐이크,empty,안매운김치볶음밥,유부실파국,양배추샐러드(레몬드레싱),비엔나브로콜리꼬지,비트초절이,S크림소스스파게티,S둥글레차,찹쌀밥,맑은동태찌개,토마토소스닭조림,콩나물무침,나박김치
475,찹쌀밥(30),두부감자국,새송이버섯전,고구마순된장무침,비트초절이,S사과(50g),S쌀음료,소고기카레라이스,실파달걀국,오이샐러드,empty,깍두기,S채소전,S우유(200ml),찹쌀밥,만두국,닭가슴살데리야끼조림,파프리카사과초무침,총각김치
476,고구마밥,연두부달걀탕,애호박볶음,김부각멸치볶음,백김치,S백설기,S호두우유,일본식소고기덮밥(규동),버섯맑은국,채소크로켓,양상추샐러드(발사믹드레싱),석박지,S호박죽,S오렌지주스,완두콩밥,콩나물육개장,가자미조림,깻잎나물,나박김치
