,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"게, 닭게, 삶은것",74,16.1,0.3,0.6,0,42,5.4,0,0,0,0.03,0,0,0
"게, 대게, 생것",85,17.4,1,0.5,0,158,0.5,475,0.75,0.02,0.06,0,0,0
"게, 대게, 삶아서 말린것",316,66.7,2.6,2,0,669,3.9,0,0,0.1,0.1,1,0,0
"게, 대게, 삶은것",69,15,0.6,0.1,0,120,0.7,240,0,0.21,0.57,0,3,1
"게, 대게, 통조림",73,16.3,0.4,0.2,0,68,0.5,670,0,0,0.03,0,1,1
"게, 대게, 영덕, 생것",60,8.4,2.6,0.1,0,78,1.1,475,0.75,0.02,0.06,0,0,0
"게, 민꽃게, 생것",85,14.8,1.6,2,0,79,1.9,0,0,0,0,0,0,0
"게, 반게, 생것",70,12.3,1.6,0.8,0,4278,3.8,130,136.8333333,0.07,0.31,0,0,0
"게, 방게, 생것",66,11.9,1.3,0.9,0,4668,4.8,134,0,0.03,0.09,0,0,0
"게, 왕게, 생것",67,13.7,0.7,0.6,0,69,2.1,550,0,0.04,0.08,0,0,0
"게, 왕게, 삶은것",80,17.5,0.5,0.3,0,48,0.2,310,0.666666667,0.07,0.06,0,2,0
"게, 주름송편게, 생것",87,18.8,0.3,1.1,0,66,0.6,0,0,0,0,0,0,0
"게, 참게, 생것",171,14.4,12,0.2,0,359,11.4,0,200,0.04,0.25,1,0,0
"대게, 붉은대게, 생것",49,10.5,0.3,0.3,0,211,1.5,0,0,0,0,0,0,0
게맛살,118,10.6,0.1,18.6,0,218,0.8,792,0,0.03,0.12,0,0,0
"게젓, 닭게젓, 염절임",61,12.2,0.6,0.8,0,3750,3.4,0,0,0.1,0.5,0,0,0
"군소, 생것",36,5.8,1,0.5,0,109,1.7,0,0,0.02,0.04,1,0,0
"군소, 풍선군소, 생것",43,7.7,0.9,0.5,0,117,2.2,0,0,0.03,0.05,1,0,0
"꼴뚜기, 생것",78,13.6,1.8,1,0,48,1,152,0,0.02,0.1,0,0,0
"꼴뚜기, 삶아서 말린것",285,51.3,6.6,1.7,0,505,4.4,1060,70,0.35,0.48,1,0,0
"꼴뚜기, 불똥꼴뚜기, 생것",91,14.4,3,0.6,0,9,5,170,15,0.15,0.2,0,0,0
"꼴뚜기, 불똥꼴뚜기, 삶은것",104,17.7,2.9,0.4,0,22,1.1,240,1900,0.2,0.3,0,9,5
"꼴뚜기, 불똥꼴뚜기, 조린것",260,27,6.7,22.9,0,26,2.7,1200,690,0.09,0.21,0,48,25
"꼴뚜기, 불똥꼴뚜기, 조미훈제",325,43.1,7.5,21.3,0,55,10,1500,150,0.4,0.5,0,39,19
"꼴뚜기, 창꼴뚜기, 생것",70,14.7,0.5,0.8,0,22,0.9,0,0,0,0,0,0,0
"꼴뚜기젓, 염절임",88,16,2,0.3,0,110,5.6,1436,0,0.09,0.12,0,0,0
"꼴뚜기젓, 양념, 염절임",115,9.6,1.8,14.8,0,30,0.5,1687,74.25,0.14,0.06,4,0,0
"낙지, 생것",59,12.99,0.43,0,0,26,1.48,479,0,0.03,0,0,2.7,0.2
"낙지, 세발낙지, 생것",55,11.5,0.6,0.1,0,15,0.5,227,0,0.04,0.05,0,0,0
"멍게, 생것",79,7.3,2,7.8,0,89,1.7,0,0,0.05,0.2,2,0,0
"멍게, 끈멍게, 생것",64,7.4,1.5,5,0,38,2.4,0,0,0.03,0.16,2,0,0
"멍게, 붉은멍게, 생것",77,9.2,2.6,3.7,0,37,1.8,0,0,0.08,0.12,2,0,0
"멍게, 양식, 생것",75,8.7,2.1,4.9,0,36,6.9,1300,0,0.03,0.15,3,0,0
"문어, 생것",74,15.5,0.8,0.2,0,31,1,211,0,0.03,0.12,0,0,0
"문어, 말린것",349,72,3.1,3.6,0,115,3,815,3,0.06,0.15,0,0,0
"문어, 삶은것",99,21.7,0.7,0.1,0,19,0.2,230,5,0.03,0.05,0,0,0
"문어, 대문어, 생것",59,12.2,0.6,0.3,0,21,0.7,0,0,0,0,0,0,0
"문어, 참문어, 생것",56,12.7,0.2,0.1,0,23,0.5,0,0,0,0,0,0,0
"미더덕, 생것",45,4.3,1.2,4.1,0,40,3.2,0,0,0.03,0.13,4,0,0
"미더덕, 주름미더덕, 생것",54,9,0.7,2.3,0,89,8.5,0,0,0,0,0,0,0
"새우, 가시발새우, 생것",72,15.2,0.5,0.6,0,196,7.4,0,0,0.02,0.04,0,0,0
"새우, 각시흰새우, 생것",85,15.7,1.6,1,0,1341,1.8,0,9,0.05,0.1,2,0,0
"새우, 긴뿔천길새우, 생것",93,20,0.8,0,0,71,1.4,0,0,0.04,0.1,0,0,0
"새우, 꽃새우, 생것",114,22,2,0.6,0,48,6,0,0,0.02,0.06,0,0,0
"새우, 꽃새우, 삶아서 말린것",306,55.5,5.9,4.1,0,4068,15.6,3500,0,0.15,0.1,0,0,0
"새우, 꽃새우, 냉동",114,22,2,0.6,0,2410,0,0,0,0.02,0.06,0,0,0
"새우, 꽃새우, 찐것",119,22.78,1.7,1.52,0,91,0.32,947,90,0.032,0.024,0,0,0
"새우, 꽃새우, 튀긴것(튀김옷)",242,21.39,12.28,11.47,0.4,67,1.26,344,0,0.129,0.136,1.5,0,0
"새우, 꽃새우, 장조림",234,25.9,2.6,25.8,0,125,20,0,0,0.01,0.11,0,0,0
"새우, 닭새우, 생것",88,17,1.2,1.3,0,68,2,130,0,0.01,0.07,2,0,0
"새우, 대하, 생것",83,18.1,0.6,0.1,0,74,1.4,120,0,0.02,0.06,1,0,0
"새우, 대하, 말린것",358,62.4,3.5,15.6,0,236,4.6,620,0,0.16,0.34,0,0,0
"새우, 물렁가시붉은새우, 생것",84,18,0.5,0.6,0,0,0,0,0,0,0,0,0,0
"새우, 보리새우, 생것",71,15.1,0.7,0.1,0,87,1.1,140,0,0.07,0.08,1,0,0
"새우, 보리새우, 삶은것",124,28.2,0.5,0,0,61,1,200,4.666666667,0.09,0.05,0,23,2
"새우, 부채새우, 생것",66,13.7,0.8,0,0,84,1.3,362,0,0,0.05,1,0,0
"새우, 시바새우, 생것",94,20.1,0.9,0.1,0,77,2.6,270,0,0,0.09,1,0,0
"새우, 시바새우, 삶아서 말린것",299,54.4,6.2,2.9,0,2767,12.1,0,0,0.14,0.11,0,0,0
"새우, 시바새우, 조미하여 말린것",320,28.5,2,46.7,0,1078,6.5,0,0,0.03,0.1,0,0,0
"새우, 시바새우, 통조림",100,21.5,0.7,0.6,0,56,3,540,0,0.04,0.04,0,0,0
"새우, 젓새우, 생것",62,9.6,1.2,2.6,0,695,0.7,360,3,0.09,0.12,2,0,0
"새우, 젓새우, 조린것",233,19.1,1.8,35.1,0,490,7.1,2700,171.3333333,0.13,0.21,0,0,0
"새우, 징거미새우, 생것",91,18.3,1.4,0,0,115,1.8,0,0,0.05,0.06,1,0,0
"새우, 철모새우, 생것",91,18.5,0.9,0.9,0,338,0.6,0,0,0,0,0,0,0
"새우, 펄닭새우, 생것",62,13.2,0.6,0,0,168,1,0,0,0.01,0.04,1,0,0
"새우, 흰다리새우, 생것",98,21.17,0.89,0,0,49,0.89,122,0,0.02,0.03,0,90.6,5.8
"새우 볶음, 말린것, 볶은것",331,23.4,13.4,28.5,2.1,1567,41,981,45.83333333,0.03,0.2,0,0,0
"새우 부산물, 껍질, 생것",319,44,11.9,6.1,0,5,0.1,0,0,0,0,0,0,0
"새우 튀김용, 냉동",139,10.2,1.9,20.3,0,42,1.5,340,0,0.04,0.07,1,0,0
"새우 튀김용, 튀긴것",263,6.43,13.53,28.84,1.5,78,0.45,392,0,0,0.021,0,6742.51,785.57
"새우젓, 대때기젓, 토굴, 염절임",55,10.1,0.6,1.7,0,591,2,8155,33,0.19,0.06,0,0,0
"새우젓, 동백하젓, 토굴, 염절임",51,8.3,1,1.6,0,473,1.2,9173,31,0.17,0.05,0,0,0
"새우젓, 시바새우젓, 염절임",92,15.8,2.6,0.3,0,688,24,0,0,0,0,0,0,0
"새우젓, 염절임",131,16,0.3,15.4,0,500,8,0,0,0,0,0,0,0
"새우젓, 육젓, 토굴, 염절임",59,10.8,0.6,1.9,0,396,0.6,8791,39,0.18,0.09,0,0,0
"새우젓, 젓새우젓, 염절임",55,10.4,0.9,0.7,0,871,6.2,6200,0,0.07,0.09,0,0,0
"새우젓, 추젓, 염절임",49,9.1,0.6,1.2,0,461,0.9,9138,14,0.17,0.04,0,0,0
"새우젓, 추젓, 토굴, 염절임",48,8.9,0.5,1.5,0,421,1.2,8794,30,0.2,0.07,0,0,0
"새우젓, 오젓, 토굴, 염절임",59,10.8,0.4,2.5,0,390,0.5,8634,33,0.13,0.07,0,0,0
"성게, 생것",152,15.8,8.5,2,0,20,4,190,0,0.03,0.4,0,0,0
"성게, 통조림",140,14,5.1,8.9,0,136,5,0,0,0.01,0.83,0,0,0
"성게, 보라성게, 생것",177,16.1,8.7,7.6,0,70,2.4,0,120,0.27,0.42,0,0,0
"성게 부산물, 보라성게, 알",177,16.1,8.7,7.6,0,70,2.4,0,225,0.27,0.42,0,0,0
"성게젓, 염절임",134,21.4,2.8,4.4,0,32,6.2,680,0,0,0,0,0,0
"성게젓, 보라성게알젓, 염절임",147,18.3,4.5,7.3,0,44,1.8,0,94.25,0.11,0.53,0,0,0
"성게젓, 알젓, 염절임",105,9.2,1.5,13.4,0,22,0.7,4091,53,0.1,0.15,0,0,0
"오징어, 생것",94,18.84,1.44,0.16,0,11,0.18,199,0,0.05,0.02,0,2,0.4
"오징어, 말린것",353,67.8,6.9,0.2,0,252,2.8,980,0,0.13,0.2,0,0,0
"오징어, 냉동",88,17,1.5,0.5,0,11,0,0,2,0.03,0.12,0,0,0
"오징어, 구운것",109,23.6,1,0.1,0,14,0.2,330,22,0.09,0.07,1,1,0
"오징어, 튀긴것",175,17.94,7.48,7.79,0,39,1.01,306,11,0.056,0.458,4.2,0,0
"오징어, 조미, 구운것",308,40.1,3.7,26.6,0,24,1.3,1685,0,0.05,0.01,0,0,0
"오징어, 조미훈제",213,34.4,2,12.4,0,29,4.3,1228,0,0.08,0.13,0,0,0
"오징어, 포, 조미하여 말린것",297,63.5,2.7,0.4,0,35,3,930,0,0.06,0.03,0,0,0
"오징어, 갑오징어, 생것",76,15.1,1.2,0.1,0,25,0.9,214,3,0.02,0.07,0,0,0
"오징어, 갑오징어, 말린것",340,66.8,4.7,3.2,0,137,4,0,0,0.05,0.28,0,0,0
"오징어, 살오징어, 생것",72,15.7,0.5,0.2,0,25,1.6,0,0,0,0,0,0,0
"오징어, 쇠갑오징어, 생것",79,16.9,0.7,0.2,0,14,0.5,0,0,0,0,0,0,0
"오징어, 참갑오징어, 생것",76,17.3,0.2,0.2,0,13,0.4,0,0,0,0,0,0,0
"오징어 튀김, 튀긴것",308,11.9,18.1,24.3,0.7,25,3.1,360,1.5,0.07,0.3,6,0,0
"오징어젓, 염절임",77,14.3,0.9,2,0,139,1.5,3907,0,0.02,0.03,0,0,0
"오징어젓, 양념, 염절임",125,12.3,2.3,13.3,0,30,1.1,2374,39.91666667,0.04,0.05,1,0,0
"오징어젓, 내장젓, 염절임",101,16,1.5,5,0,72,5,0,0,0.1,0.2,0,0,0
"오징어채 볶음, 볶은것",278,18.6,4.2,41.4,1.5,27,8.6,1161,53.91666667,0.6,0.19,4,0,0
"주꾸미, 생것",53,10.8,0.5,0.5,0,19,1.4,0,0,0.03,0.18,0,0,0
"크릴, 생것",76,12.1,2.6,0.2,0,401,2,420,158,0.13,0.25,2,0,0
"크릴, 삶은것",104,17.7,2.9,0.4,0,22,1.1,240,1900,0.2,0.3,0,9,5
크릴 페이스트,128,16.5,5.5,2,0,180,0,0,0,0,0,0,0,0
"한치, 생것",81,14.9,1.8,0.3,0,12,0.4,258,3,0.05,0.01,0,0,0
"해삼, 생것",24,3.7,0.4,1.3,0,119,2.1,1300,0,0.01,0.03,0,0,0
"해삼, 말린것",351,77.6,0.9,3,0,1384,53,2842,0,0.06,0.08,0,0,0
"해삼, 염장",35,4.9,0.5,2.4,0,75,5.5,6000,0,0,0,0,0,0
"해삼젓, 염절임",33,5.5,0,2.5,0,36,10,0,0,0,0,0,0,0
"해삼젓, 내장젓, 염절임",45,7.7,1,0.8,0,80,4.3,4100,54.91666667,0.16,0.46,0,0,0
"해파리, 생것",6,1.3,0,0.1,0,2,0,0,0,0,0,0,0,0
"어묵, 찐어묵",115,9.75,1.09,16.53,0.3,49,0.54,760,4,0,0.031,0,26.66,3.19
"어묵, 구운것",141,15.4,1.7,15.6,0,179,4,0,0,0,0,0,0,0
"어묵, 튀긴것",167,11.44,4.49,20.69,0.3,49,0.54,699,26.25,0,0.025,0,2060.12,236.59
"어묵, 게맛살 첨가",112,10.8,0.8,15.2,0,218,0.8,792,0,0.03,0.12,0,0,0
어묵 국물,3,0.09,0.15,0.4,0,1,0,66,0,0,0,0,72.47,8.53
어묵국,43,3.1,0.8,5.7,3.2,16,3.5,344,4.916666667,0.1,0.05,0,0,0
어육소시지,175,9.01,7.45,17.79,0,34,0.42,584,2.166666667,0.007,0.151,15.9,1126.09,70.39
"낙지젓, 염절임",160,10,1.36,27.09,0,54,2.35,1363,72.16666667,0.093,0.103,0,574.26,22.7
"멍게젓, 염절임",139,9.25,1.19,22.95,0,41,1.77,1712,97.66666667,0.039,0.158,0,439.31,25.12
"갈래곰보, 생것",12,0.9,0.2,4.6,0,79,1.2,380,0,0,0.03,0,0,0
"곰피, 말린것",141,12.9,1.3,54.7,0,921,20.6,0,1.5,0.18,0.14,0,0,0
"곰피, 가루 ",129,10,1.4,51.4,0,0,0,0,0,0,0,0,0,0
"김, 김밥용김, 말린것",179,42.3,4.7,36.5,0,300,10.6,258,1215.25,0.79,3.62,157,0,0
"김, 돌김, 말린것",165,35.5,1.7,43.3,0,412,18.6,0,2100,1.15,2.7,71,0,0
"김, 맛김, 조미, 구운것",307,37.69,49.23,4.82,0,174,5.78,1299,990.9166667,0.02,1.335,78.11,10535.28,3838
"김, 조선김, 말린것",163,41.8,1.5,36.4,0,265,15.3,859,974.1666667,0.65,1.13,16,0,0
"김, 참김, 생것",12,3.3,0.4,2,0,490,4.5,144,0,0,0,0,0,0
"김, 참김, 말린것",165,38.6,1.7,40.3,0,325,17.6,1294,1875,1.2,2.95,93,0,0
"김, 참김, 구운것",174,43.3,0.9,41.7,0,257,18.3,491,1010.5,0.31,5.63,106,0,0
"김, 초밥김, 말린것",151,32.7,0.8,40.9,0,196,17.6,120,1687.416667,0.4,3.36,21,0,0
"꼬시래기, 생것",17,1.8,0.2,6.2,0,630,6.9,75,19.5,0.02,0.2,9,0,0
"다시마, 생것",12,1.1,0.2,4.2,0,103,2.4,75,64.5,0.03,0.13,14,0,0
"다시마, 말린것",110,7.4,1.1,45.2,0,708,6.3,3100,48,0.22,0.45,18,0,0
"다시마, 염장",16,1.2,0.3,6,0,145,1.4,10854,10.41666667,0.03,0.05,0,0,0
다시마 육수,1,0.1,0,0.3,0,2,0,31,0,0.05,0.09,0,0,0
"다시마튀각, 튀긴것",228,3.6,23,58.8,0,240,5,1383,42.66666667,0.03,0.09,17,0,0
"대황, 말린것",145,7.3,0.2,64.5,0,811,5.5,2900,37.5,0.05,0.32,1,0,0
"뜸부기, 말린것",128,6.1,2.5,52.1,0,1090,23.9,0,27,0.04,0.16,6,0,0
"매생이, 생것",39,3.88,3.29,8.19,6.5,91,18.3,104,0,0,0.03,0,26.8,162.4
"매생이, 말린것",125,20.6,0.5,40.6,0,574,43.1,0,0,0,0,0,0,0
"모자반, 생것",15,1.8,0.2,5.2,0,209,2.1,0,0,0,0,0,0,0
"모자반, 말린것",129,15.2,1.7,45.7,0,935,67.3,0,367.5,0.21,0.61,2,0,0
"모자반, 가루 ",127,14,3.9,40.8,0,0,0,0,0,0,0,0,0,0
"모자반, 염장",18,3.1,0.2,5.4,0,221,9.1,0,22.5,0.03,0.04,3,0,0
"미역, 생것",18,3,0.3,5.1,0,149,1.1,610,157.5,0.06,0.14,15,0,0
"미역, 말린것",149,20.31,4.83,43.65,35.6,1109,6.1,7535,515.4166667,0,0.101,0,323.08,511.71
"미역, 가루 ",134,10.7,1.8,52.4,0,0,0,0,0,0,0,0,0,0
"미역, 염장",34,6,0.9,8.8,0,178,3.2,0,81,0.04,0.08,3,0,0
"미역, 염장, 데친것",35,6,0.9,9.3,0,178,3.2,13000,81,0.04,0.08,3,0,0
"미역, 줄기, 생것",14,1.8,0.2,4.6,0,120,0.4,520,30,0.03,0.06,12,0,0
"미역, 줄기, 염장 후 탈염, 삶은것",15,1.1,0.3,5.5,5.1,86,0.4,3100,4.666666667,0.02,0.02,0,9,14
"미역, 양식, 생것",15,2.1,0.2,5,0,153,1,0,153.75,0.06,0.16,18,0,0
"미역, 자연산, 생것",12,1.68,0.29,3.7,3.6,79,0.46,361,0,0.06,0.07,7.5,9.5,10.2
"미역튀각, 튀긴것",283,9.75,38.02,46.21,38.7,766,11.75,1038,26.66666667,0,0.055,0,17883.6,398.52
"불등풀가사리, 말린것",147,16.5,0.6,55.7,0,481,28.4,0,0,0.1,0.23,6,0,0
"비단풀, 말린것",153,12,0.2,64.1,0,1137,65.1,0,0,0,0,0,0,0
"석묵, 말린것",38,9.6,0.2,9.1,0,215,7.6,0,1.5,0.05,0.32,0,0,0
"순채, 생것",22,2.5,0.7,7.1,0,171,6.9,0,532.5,0.25,0.27,97,0,0
"우뭇가사리, 생것",46,4.2,0.2,18.5,0,183,3.9,0,180,0.04,0.43,15,0,0
우뭇가사리묵,2,0.1,0,0.8,0,10,0.3,0,0,0,0,0,0,0
한천,154,2.3,0.1,74.6,0,523,7.8,0,0,0,0,0,0,0
"진두발, 말린것",119,2.5,1.5,53.5,0,535,320,551,0,0.06,0.3,1,0,0
"청각, 생것",8,1.4,0.4,1.6,0,37,2.5,0,22.5,0.01,0.05,9,0,0
"청각, 말린것",156,13.8,0.8,62.6,0,0,0,0,0,0,0,0,0,0
"청태, 말린것",180,20.7,0.3,68.7,0,535,320,530,0,0.06,0.3,1,0,0
"클로렐라, 말린것",174,45.3,7.2,25.7,0,117,73.4,0,0,0,0,0,0,0
"톳, 생것",14,1.9,0.4,4,0,157,3.9,0,31.5,0.01,0.07,4,0,0
"톳, 말린것",81,6.6,0.8,32,0,768,76.2,0,0,0,0,0,0,0
"톳, 삶아서 말린것",135,6.2,0.8,59.7,0,1250,47,0,37.5,0.01,0.11,0,0,0
"파래, 생것",11,2.18,0.15,2.95,2.1,55,4.1,122,0,0.29,0.14,36,4.2,27.8
"파래, 말린것",144,23.8,0.6,46.7,0,652,17.2,0,0,0.4,0.52,10,0,0
"파래, 가시파래, 말린것",136,20,0.7,46.5,0,646,37.2,110,172.5,0.29,1.34,36,0,0
"파래, 갈파래, 말린것",129,23.1,0.5,40.1,0,1015,8.7,0,64.5,0.04,0.39,13,0,0
"파래, 납작파래, 생것",17,3.3,0.7,3.5,0,93,11.9,0,52.5,0.1,0.26,17,0,0
"파래, 창자파래, 말린것",142,23.6,0.8,45.8,0,866,28.5,0,1437,0.35,1.82,40,0,0
"파래, 홑파래, 말린것",146,17.2,1.1,53.2,0,630,10.3,0,315,0.33,0.21,53,0,0
모유,65,1.1,3.5,7.2,0,27,0.04,15,45,0.01,0.03,5,490,47
"분유, 1단계",508,12.41,25.75,56.88,0,553,3.98,164,556.75,0.644,0.604,100.5,5569.65,505.03
"분유, 2단계",506,12.63,25.38,56.93,0,635,5.72,171,489.9166667,0.627,0.671,93.29,5374.08,490.16
"분유, 3단계",477,16.91,20.65,56.04,0,851,7.9,185,529.0833333,0.637,0.723,82.98,4166.51,391.62
"분유, 전지",509,25.46,27.32,39.07,0,977,0.13,322,418.5833333,0.168,1.064,8.41,632.97,61.25
"분유, 탈지",358,33.88,0.97,53.16,0,1414,0.15,432,0,0.158,1.314,10.1,39.38,0
산양유,62,3.16,3.62,4.03,0,149,0.03,40,67,0,0.034,0.33,81.15,10.55
샤베트,127,0.9,1,28.7,0,22,0.1,13,0,0.04,0.05,0,35,4
아이스밀크,167,3.4,6.4,23.9,0,110,0.1,75,21,0.03,0.14,0,110,20
"아이스크림, 딸기맛",192,3.2,8.4,27.6,0.9,120,0.21,60,96,0.045,0.255,7.7,0,0
"아이스크림, 바닐라맛",179,4.98,7.83,22.25,0,80,0.04,70,117.4166667,0.02,0.134,1.69,177.81,19.28
"아이스크림, 초콜릿맛",216,3.8,11,28.2,1.2,109,0.93,76,117.5833333,0.042,0.194,0.7,0,0
"아이스크림, 유지방 8%",180,3.9,8,23.2,0,140,0.1,110,55,0.06,0.2,0,240,51
"아이스크림, 유지방 12%",212,3.5,12,22.4,0,130,0.1,80,100,0.06,0.18,0,350,77
"아이스크림, 소프트 아이스크림, 바닐라맛",137,2.38,3.98,23.5,0,71,0,33,11,0,0.111,0,134.53,9.64
"연유, 점성이 높은것",361,7.76,7.84,66.3,0,273,0,101,95,0.051,0.453,2.19,154.51,17.22
연유,127,5.56,5.73,13.12,0,165,0.28,87,169,0.026,0.317,0,655.38,20.75
"요구르트, 액상",65,1.29,0.02,15.23,0.6,45,0.02,17,0,0.015,0.064,0.46,0.67,0
"요구르트, 액상, 저당",45,1.11,0.02,10.38,0.7,45,0.1,18,0,0,0.081,0.46,0.75,0
"요구르트, 액상(농후), 딸기맛",85,3.29,2.22,13.49,0.2,133,0.08,46,23,0.009,0.42,0.91,51.25,5.66
"요구르트, 액상(농후), 플레인",85,3.03,2.96,11.66,0,110,0.04,39,60,0.013,0.486,0,69.02,6.91
"요구르트, 액상(농후), 식이섬유 첨가",97,3.19,3.26,13.81,1.7,123,0.07,44,33,0.021,0.171,0.7,87.13,10.9
"요구르트, 액상(농후), 저지방, 식이섬유 첨가",74,3.54,1.36,12.08,2.4,133,0.08,45,19,0.026,0.173,1.06,53.13,4.91
"요구르트, 액상(농후), 사과맛, 식이섬유 첨가",109,2.57,2.71,18.91,4.8,115,0.04,37,30,0.015,0.149,0.62,52.4,9.15
"요구르트, 액상(농후), 플레인, 식이섬유 첨가",87,2.31,3.22,12.3,4.4,119,0.01,38,32,0.019,0.188,0.57,62.07,10.55
"요구르트, 호상, 딸기맛",95,2.95,2.46,15.53,0.7,123,0.06,41,38.08333333,0.022,0.181,1.48,52.45,11.96
"요구르트, 호상, 플레인",70,5.18,3.84,3.36,1,141,0.03,46,59,0.021,0.145,1.32,78,12.77
"요구르트, 호상, 망고맛",92,4.55,2.7,12.44,1.1,142,0.03,53,54.16666667,0.021,0.207,4.71,54.3,16.09
우유,65,3.08,3.32,5.53,0,113,0.05,36,55,0.021,0.162,0.79,73.78,7.6
"우유, 가공우유, 딸기맛",68,2.29,1.12,12.34,0,78,0.03,30,17,0.029,0.109,0.25,25.99,2.82
"우유, 가공우유, 초코맛",71,2.61,1.41,12.14,0,83,0.6,32,16,0,0.097,0,33.84,3.62
"우유, 가공우유, 커피맛",61,2.44,1.38,9.82,0,81,0.05,29,20.25,0,0.112,0,33.56,4.01
"우유, 가공우유, 바나나맛",90,2.63,3.02,13.13,0,89,0.04,34,51.5,0.025,0.087,0,70.61,8.63
"우유, 강화우유, 고칼슘",63,2.98,2.77,6.53,0,205,1.19,37,171,0.163,0.134,0.46,64.38,6.19
"우유, 저지방우유",42,3.43,0.9,4.86,0,116,0.03,37,13,0.017,0.127,0.27,20.43,2.23
"치즈, 모짜렐라",294,28.02,16.89,5.39,0,957,0.13,424,48.83333333,0.028,0.327,0.06,281.12,120.71
"치즈, 체다",298,18.76,21.3,6.17,0,626,0.09,928,79.66666667,0.059,0.17,0.07,218.26,143.58
"치즈, 카테지",105,13.3,4.5,1.9,0,55,0.1,400,35,0.02,0.15,0,93,16
"치즈, 크림",350,6.15,34.44,5.52,0,97,0.11,314,307.9166667,0.023,0.23,0,807,125
"치즈, 파마산",420,28.42,27.84,13.91,0,853,0.49,1804,261.0833333,0.026,0.358,0,870,102
"치즈, 블루",353,21.4,28.74,2.34,0,528,0.31,1146,198.1666667,0.029,0.382,0,0,0
"치즈, 브리",334,20.75,27.68,0.45,0,184,0.5,629,173.75,0.07,0.52,0,0,0
