,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"소 부산물, 간, 생것",131,19,4.6,2.2,0,6,8,65,9463.25,0.27,2.23,20,0,0
"소 부산물, 골, 생것",120,9.3,8.2,1.7,0,14,2.8,154,91,0.15,0.15,10,0,0
"소 부산물, 꼬리, 생것",246,17.4,19,0,0,22,1.5,42,6,0.07,0.12,0,0,0
"소 부산물, 선지(피), 생것",52,10.1,0,2.2,0,8,23.7,598,0,0.04,0.01,0,0,0
"소 부산물, 소장(곱창), 생것",141,9,11.3,0.1,0,12,2.1,45,15,0.05,0.11,0,0,0
"소 부산물, 신장, 생것",90,15.6,1.7,2.2,0,22,6.4,122,48,0.44,1.6,11,0,0
"소 부산물, 심장, 생것",105,15.8,4.2,0,0,5,4.5,70,45,0.38,0.3,0,0,0
"소 부산물, 양(위), 생것",61,9.9,2,0.1,0,14,3,33,2,0.05,0.16,0,0,0
"소 부산물, 천엽, 생것",51,10.3,0.7,0.1,0,16,3.5,28,24,0.05,0.25,0,0,0
"소 부산물, 허파, 생것",82,15.8,0.9,1.6,0,0,6.6,54,14,0.05,0.11,0,0,0
"소 부산물, 혀, 생것",186,13,14.5,0,0,5,2.5,87,5,0.06,0.16,0,0,0
"소 부산물, 미국산, 간, 삶은것",191,29.08,5.26,5.13,0,6,6.54,79,9441.5,0.194,3.425,1.9,659,17
"소 부산물, 미국산, 골, 끓인것",151,11.67,10.53,1.48,0,9,2.3,108,5.833333333,0.069,0.217,10.5,0,0
"소 부산물, 미국산, 신장, 끓인것",157,27.28,5.27,0,0,14,5.7,123,104,0.403,2.945,0,380,81
"소 부산물, 미국산, 심장, 끓인것",165,28.48,4.73,0.15,0,5,6.38,59,0,0.101,1.21,0,0,12
"소 부산물, 미국산, 허파, 삶은것",120,20.4,3.7,0,0,11,5.4,101,12,0.035,0.143,32.7,0,0
"소 부산물, 미국산, 혀, 끓인것",284,19.29,22.3,0,0,5,2.61,65,0,0.022,0.294,1.3,0,71
"소 부산물, 외국산, 대장, 생것",162,9.3,13,0,0,9,0.8,61,2,0.04,0.14,6,290,42
"소불고기, 생것",136,11.5,7.8,4.3,0,12,1.8,396,4,0.09,0.08,1,0,0
양지국물,4,1,0,0,0,2,0.5,26,0,0.01,0,0,0,0
"우족국물, 중량3배물",2,0.3,0.1,0,0,2,0,14,0,0,0,0,0,0
육포,361,49,8.2,20.2,0,13,6.4,2180,0,0.21,0.25,0,0,0
잡뼈국물,27,4.3,1,0,0,2,1.6,61,0,0.01,0,0,0,0
"송아지고기, 미국산, 갈비, 생것",162,18.86,9.01,0,0,13,0.86,89,0,0.07,0.23,0,0,0
"송아지고기, 미국산, 갈비, 삶은것",251,32.43,12.53,0,0,22,1.41,95,0,0.05,0.29,0,0,0
"송아지고기, 미국산, 갈비, 구운것",228,23.96,13.96,0,0,11,0.97,92,0,0.05,0.27,0,0,0
"송아지고기, 미국산, 등심, 생것",177,20.07,10.07,0.07,0,14,0.84,98,0,0.078,0.28,0,0,0
"송아지고기, 미국산, 등심, 삶은것",284,30.19,17.21,0,0,28,1.09,80,0,0.04,0.3,0,0,0
"송아지고기, 미국산, 등심, 구운것",217,24.8,12.32,0,0,19,0.87,93,0,0.05,0.28,0,0,0
"송아지고기, 미국산, 살코기, 생것",105,20.04,2.16,0,0,22,1.02,86,0,0.08,0.28,0,0,0
"송아지고기, 미국산, 살코기, 삶은것",201,35.73,5.33,0,0,30,1.41,90,0,0.06,0.33,0,0,0
"송아지고기, 미국산, 어깨, 생것",132,19.34,5.44,0,0,21,1,83,0,0.08,0.27,0,0,0
"송아지고기, 미국산, 어깨, 삶은것",236,33.63,10.24,0,0,28,1.38,87,0,0.06,0.31,0,0,0
"송아지고기, 미국산, 어깨, 구운것",183,25.46,8.25,0,0,26,1.15,90,0,0.06,0.32,0,0,0
"송아지고기, 미국산, 채끝(채끝살), 생것",152,19.07,7.81,0,0,11,0.78,76,0,0.08,0.3,0,0,0
"송아지고기, 미국산, 채끝(채끝살), 삶은것",252,31.26,13.14,0,0,17,1.2,79,0,0.05,0.35,0,0,0
"송아지고기, 미국산, 채끝(채끝살), 구운것(오븐)",202,25.14,10.45,0,0,13,0.92,83,0,0.06,0.35,0,0,0
"송아지 부산물, 미국산, 간, 생것",140,19.93,4.85,2.91,0,5,6.4,77,11705.91667,0.173,2.44,0.7,517,28
"송아지 부산물, 미국산, 간, 삶은것",192,28.42,6.26,3.77,0,6,5.11,78,21143.91667,0.182,2.86,1.1,648,30
"송아지 부산물, 미국산, 골, 생것",118,10.32,8.21,0,0,10,2.13,127,0,0.13,0.26,14,0,0
"송아지 부산물, 미국산, 골, 삶은것",136,11.48,9.63,0,0,16,1.67,156,0,0.08,0.2,13,0,0
"송아지 부산물, 미국산, 신장, 생것",99,15.76,3.12,0.85,0,11,3.36,178,92,0.32,1.9,5,0,0
"송아지 부산물, 미국산, 신장, 삶은것",163,26.32,5.66,0,0,29,3.04,110,201,0.19,1.99,8,0,0
"송아지 부산물, 미국산, 심장, 생것",110,17.18,3.98,0.08,0,5,4.24,77,0,0.52,1,8,0,0
"송아지 부산물, 미국산, 심장, 삶은것",186,29.12,6.75,0.13,0,8,4.32,58,0,0.35,0.93,10,0,0
"송아지 부산물, 미국산, 허파, 생것",90,16.3,2.3,0,0,7,5.23,108,0,0.047,0.231,39,0,0
"송아지 부산물, 미국산, 허파, 삶은것",104,18.74,2.64,0,0,7,3.61,56,0,0.032,0.131,34,0,0
"송아지 부산물, 미국산, 혀, 생것",131,17.18,5.48,1.91,0,7,2.72,82,0,0.17,0.41,5,0,0
"송아지 부산물, 미국산, 혀, 삶은것",202,25.85,10.1,0,0,9,2.09,64,0,0.07,0.35,6,0,0
"양고기, 외국산, 다리, 생것",224,18.8,15.3,0.1,0,4,2.5,37,7,0.14,0.33,1,330,150
"어린양고기, 미국산, 갈비, 생것",372,14.52,34.39,0,0,15,1.39,56,0,0.1,0.19,0,0,0
"어린양고기, 미국산, 갈비, 구운것(오븐)",359,21.12,29.82,0,0,22,1.6,73,0,0.09,0.21,0,0,0
"어린양고기, 미국산, 다리, 생것",201,18.58,13.49,0,0,8,1.71,57,0,0.13,0.23,0,0,0
"어린양고기, 미국산, 다리, 구운것(오븐)",225,26.41,12.45,0,0,10,1.98,65,0,0.1,0.27,0,0,0
"어린양고기, 미국산, 살코기, 생것",143,20.88,5.94,0,0,12,1.91,68,0,0.13,0.23,0,0,0
"어린양고기, 미국산, 어깨, 생것",264,16.58,21.45,0,0,16,1.5,61,0,0.11,0.21,0,0,0
"어린양고기, 미국산, 어깨, 삶은것",344,28.68,24.55,0,0,25,2.4,75,0,0.07,0.22,0,0,0
"어린양고기, 미국산, 어깨, 구운것(오븐)",276,22.51,19.97,0,0,20,1.97,66,0,0.09,0.24,0,0,0
"어린양 부산물, 미국산, 간, 생것",139,20.38,5.02,1.78,0,7,7.37,70,7391,0.34,3.63,4,0,0
"어린양 부산물, 미국산, 간, 삶은것",220,30.57,8.81,2.53,0,8,8.28,56,7491,0.23,4.03,4,0,0
"염소고기, 생것",178,19.88,10.31,0,0,10,2.73,70,5,0.101,0.172,1.51,185.19,12
"염소고기, 삶은것",247,29.39,13.51,0,0,15,3.83,39,5,0.034,0.335,0.5,278.07,17.25
"염소고기, 외국산, 생것",107,21.9,1.5,0.2,0,7,3.8,45,3,0.07,0.28,1,94,17
"오리고기, 껍질 포함, 생것",242,16.63,18.99,0,0,16,1.56,70,35,0.069,0.01,0.23,3212.46,162.9
"오리고기, 살코기, 생것",117,21,3.07,0,0,11,2.61,83,11,0.203,0.103,0.45,475.85,18.91
"오리고기, 산오리, 생것",257,14.4,21.6,0.2,0,15,1.8,48,0,0.21,0.23,0,0,0
"오리고기, 집오리, 생것",318,16,27.6,0.1,0,15,1.7,85,0,0.21,0.31,2,0,0
"오리고기, 집오리, 살코기, 생것",149,17.7,8.1,0,0,12,2.2,80,42,0.22,0.2,0,0,0
"자라고기, 외국산, 생것",197,16.4,13.4,0.5,0,18,0.9,69,94,0.91,0.41,1,910,550
"칠면조고기, 미국산, 생것",143,21.64,5.64,0.13,0,11,0.86,112,17,0.048,0.185,0,1075,66
"칠면조고기, 미국산, 끓인것",203,27.37,10.4,0,0,28,1.52,78,24,0.077,0.211,0,2508,136
"칠면조고기, 미국산, 구운것",189,28.55,7.39,0.06,0,14,1.09,103,12,0.045,0.281,0,1841,105
"토끼고기, 집토끼, 생것",135,21.7,4.4,0.6,0,12,2.4,56,6,0.07,0.11,0,0,0
"토끼고기, 집토끼, 끓인것",173,33.02,3.51,0,0,18,4.85,45,0,0.02,0.07,0,0,0
"말고기, 생것",110,20.1,2.5,0.3,0,11,4.3,50,9,0.1,0.24,1,180,91
"거위알, 생것",193,13.2,14.1,0.8,0,41,2.5,45,171.5,0.15,0.48,0,0,0
"거위알, 삶은것",187,12.7,13.6,1,0,41,2.5,45,172.5,0.06,0.32,0,0,0
"기러기알, 생것",193,12.3,13.9,2.4,0,78,3.3,143,185,0.13,0.33,0,0,0
"기러기알, 삶은것",212,13.1,14.9,4,0,77,2.6,138,185,0.07,0.38,0,0,0
"달걀, 생것",136,12.44,7.37,3.41,0,52,1.8,131,136,0.078,0.469,0,1094.49,24.2
"달걀, 가루 ",376,82.4,0.04,4.47,0,89,0.24,1238,0,0.037,2.316,0,0,0
"달걀, 삶은것",143,13.94,7.97,2.19,0,52,1.77,140,56.41666667,0.073,0.555,0,1159.79,31.52
"달걀, 난백, 생것",51,10.87,0.02,1.03,0,5,0,171,0,0,0.41,0,2.53,0
"달걀, 난백, 삶은것",48,10.8,0,0.4,0,7,0.1,167,0,0.01,0.4,0,0,0
"달걀, 난황, 생것",318,14.7,23.45,9.32,0,151,5.24,57,432,0.22,0.475,0,3615.48,72.7
"달걀, 난황, 삶은것",362,15.5,30.5,2.1,0,140,5.4,32,458.5,0.14,0.4,0,0,0
"달걀, 유정란, 생것",156,10.9,8.4,8.1,0,63,2.9,163,451.0833333,0.18,0.45,0,0,0
"달걀, 유정란, 난백, 생것",50,8.5,0,3.6,0,7,0.4,153,159.3333333,0.05,0.43,0,0,0
"달걀, 유정란, 난황, 생것",333,14.4,20.3,21.7,0,122,5.6,138,295,0.34,0.76,0,0,0
"달걀부침, 부친것",206,15.12,13.46,3.79,0,72,2.27,162,140,0.069,0.513,0,3464.69,292.03
"수란, 중탕",164,12.3,11.7,0.2,0,55,2.2,110,160.25,0.06,0.4,0,1500,49
"스크램블에그, 볶은것",149,9.99,10.98,1.61,0,66,1.31,145,161.1666667,0.04,0.376,0,0,0
"메추리알, 생것",157,12.81,10.05,2.02,0,70,2.81,128,139,0.178,0.588,0,1169.02,29.05
"메추리알, 삶은것",156,12.2,9.75,3.1,0,63,2.63,123,141,0.132,0.429,0,1197.4,29.23
"오리알, 생것",193,12.5,14,2,0,64,2.6,131,205.8333333,0.21,0.4,0,0,0
"피단, 오리알",175,13.4,12.2,0.5,0,68,3.5,850,0,0.02,0.2,0,0,0
"청둥오리알, 생것",178,13.6,12.3,1,0,61,3.1,0,0,0.23,0.38,0,0,0
"가다랑어, 생것",128,25.9,1.8,0.3,0,15,1.8,44,12,0.21,0.17,1,0,0
"가다랑어, 유지통조림",168,29,4.8,0.3,0,21,8,800,0,0.02,0.06,0,0,0
가다랑어 육수,0,0,0,0,0,2,0.4,0,0,0,0,0,0,0
"가라지, 생것",78,14.8,1.3,0.7,0,35,1.7,0,0,0,0,0,0,0
"가물치, 생것",86,18.2,0.8,0.3,0,71,1.1,86,10,0.08,0.12,1,0,0
"가시망독, 생것",102,22.4,0.7,0,0,46,1.7,20,6,0.05,0.12,0,0,0
"가오리, 조미하여 말린것",312,39.3,0.6,35.8,0,160,11.2,0,0,0.03,0.02,0,0,0
"가오리, 나비가오리, 생것",80,17.3,0.7,0,0,882,1.2,0,0,0.04,0.09,0,0,0
"가오리, 노랑가오리, 생것",98,21.6,0.6,0,0,227,0.8,254,0,0.06,0.16,0,0,0
"가오리, 목탁가오리, 생것",99,22.2,0.5,0,0,685,1.3,0,3,0.03,0.06,0,0,0
"가오리, 전기가오리, 생것",65,13,1,0,0,67,1.2,0,3,0.02,0.12,0,0,0
"가자미, 생것",129,22.1,3.7,0.3,0,40,0.7,230,8,0.18,0.26,2,0,0
"가자미, 각시가자미, 생것",84,16.8,1.4,0,0,44,1.2,0,5,0.11,0.15,0,0,0
"가자미, 갈가자미, 생것",91,18.3,1.3,0.2,0,22,1.9,0,0,0,0,0,0,0
"가자미, 기름가자미, 생것",84,18.2,0.4,0.7,0,51,0.6,0,0,0,0,0,0,0
"가자미, 눈가자미, 생것",94,19.4,1.1,0.3,0,55,0.6,0,0,0,0,0,0,0
"가자미, 돌가자미, 생것",91,20,0.6,0,0,11,0.2,185,9,0.08,0.3,1,0,0
"가자미, 문치가자미, 생것",93,19.9,0.7,0.5,0,16,0.3,0,14,0.21,0.33,1,0,0
"가자미, 범가자미, 생것",83,18.2,0.2,0.8,0,18,0.2,0,6,0.1,0.21,1,0,0
"가자미, 술봉가자미, 생것",84,16.8,1.4,0,0,44,1.2,0,6,0.11,0.15,0,0,0
"가자미, 용가자미, 생것",83,18.1,0.6,0.1,0,48,4,0,0,0,0,0,0,0
"가자미, 줄가자미, 생것",77,17.4,0.2,0.2,0,50,0.6,178,4,0.09,0.29,1,0,0
"가자미, 참가자미, 생것",86,19.4,0.2,0.4,0,21,0.5,0,3,0.18,0.33,1,0,0
"갈치, 생것",147,18.5,7.5,0.1,0,46,1,100,20,0.13,0.11,1,0,0
"갈치, 염장",186,26.3,8.1,0.1,0,104,1.8,2056,0,0.15,0.25,0,0,0
"갈치, 동갈치, 생것",98,19.8,1.3,0.4,0,28,0.5,0,0,0,0,0,0,0
"갈치, 동동갈치, 생것",121,20,3.9,0,0,0,0,0,0,0,0,0,0,0
"갈치젓, 염절임",179,10.4,14.9,0,0,10,12.6,0,0,0,0,0,0,0
"강달이, 눈강달이, 생것",108,17,3.9,0.1,0,51,1.3,0,11,0.05,0.1,1,0,0
"강달이젓, 눈강달이젓, 염절임",106,14,5.1,0,0,730,10.1,0,0,0.12,0.29,0,0,0
"게르치, 생것",156,20.8,7.5,0,0,44,0.8,85,14,0.05,0.2,0,0,0
"게르치, 삶은것",173,22.2,8.4,0,0,49,0.6,80,11,0.04,0.16,0,46,17
"고등어, 생것",180,20.2,10.4,0,0,26,1.6,75,23,0.18,0.46,1,0,0
"고등어, 반건조",348,18.7,28.5,0.2,0,25,2,680,9,0.13,0.59,0,300,250
"고등어, 삶은것",309,22.6,22.6,0.3,0,7,1.3,94,31,0.25,0.3,0,200,120
"고등어, 구운것",318,25.2,22.4,0.4,0,10,1.6,120,34,0.3,0.37,0,200,130
"고등어, 통조림",159,16.3,9.9,0.1,0,167,1.1,890,32,0.08,0.26,0,0,0
"고등어, 자반고등어, 염장",251,18.99,16.14,6.36,0,31,1.09,340,5,0.112,0.186,5.73,280.11,183.19
"고등어, 남해, 생것",210,21.06,13.34,0,0,12,0.71,25,0,0.18,0.46,1,148.7,69.8
"고등어, 서해, 생것",278,20.26,21.23,0,0,13,1.02,30,0,0.18,0.46,1,209,134
"괴도라치, 생것",74,17.2,0.1,0,0,84,0.6,0,14,0.06,0.1,1,0,0
"군평선이, 생것",103,18.5,2.6,0.2,0,50,1.1,0,21,0.15,0.2,1,0,0
"기름종개, 생것",106,17.5,3.3,0.5,0,672,2.7,0,219,0.07,0.18,2,0,0
"까나리, 생것",113,16,4.8,0.3,0,338,13.3,120,75,0.12,0.16,1,0,0
"까나리, 삶아서 말린것",245,43.1,6.1,1.5,0,740,6.6,2800,10,0.27,0.18,0,29,21
"꺽저기, 생것",93,19.5,1,0.1,0,18,1.1,0,8,0.14,0.1,1,0,0
"꼬치고기, 생것",97,20.5,0.8,0.7,0,17,0.9,0,5,0.13,0.1,1,0,0
"꼼치, 생것",71,16.4,0.1,0,0,11,0.5,0,0,0,0,0,0,0
"꽁치, 생것",141,22.7,4.7,0.4,0,42,1.7,80,21,0.02,0.28,1,0,0
"꽁치, 말린것",175,22.7,8.6,0,0,33,17.5,0,0,0,0,0,0,0
"꽁치, 구운것",270,23.9,17.9,0.2,0,37,1.7,130,11,0,0.3,0,180,130
"꽁치, 염장",175,20.1,9.8,0.2,0,26,8,4300,0,0.04,0.11,0,0,0
"꽁치, 조미통조림",183,19,10.3,2.4,0,286,8,500,2,0.09,0.14,0,0,0
"날치, 생것",100,22.2,0.5,0.1,0,20,0.9,0,5,0.02,0.11,0,0,0
"날치, 염장",124,26.4,1.3,0,0,0,240,4,0,0,0,0,0,0
"날치 부산물, 알, 생것",96,10.2,2.2,8.3,0,14,1.2,1305,0,0.02,0.01,1,0,0
"납지리, 생것",86,17.5,1.2,0.1,0,51,1.2,0,6,0.09,0.12,2,0,0
"넙치(광어), 생것",125,22.36,3.28,0,0,61,0.45,49,0,0.09,0.12,0,56.3,13.8
"넙치(광어) 부산물, 껍질, 생것",168,29.3,4.7,0,0,15,7.7,0,0,0,0,0,0,0
"네동가리, 생것",83,19.2,0.1,0.1,0,40,0.6,0,6,0.15,0.2,0,0,0
"노랑촉수, 생것",238,7.1,19.5,8.3,0,65,1.4,0,0,0.23,0.01,0,0,0
"노래미, 생것",90,17.5,1.3,0.8,0,42,2.9,0,8,0.12,0.09,1,0,0
"노래미, 줄노래미, 생것",86,17.5,1.2,0,0,67,1.8,0,9,0.05,0.1,0,0,0
"노래미, 쥐노래미, 생것",119,21,3,0.5,0,26,0.3,0,6,0.2,0.24,1,0,0
"놀래기, 생것",107,19.2,2.8,0,0,34,1.1,0,14,0.1,0.13,0,0,0
"놀래기, 사랑놀래기, 생것",104,20.3,1.9,0,0,35,1.5,0,8,0.11,0.14,0,0,0
"놀래기, 용치놀래기, 생것",86,19.3,0.2,0.4,0,37,2.6,0,8,0.12,0.15,1,0,0
"놀래기, 황놀래기, 생것",98,18.9,1.9,0.1,0,34,1.1,0,3,0.05,0.1,1,0,0
"농어, 생것",96,18.2,1.9,0.2,0,58,1.5,108,36,0.18,0.13,1,0,0
"농어, 구운것",124,23.63,2.56,0,0,13,0.37,87,64,0.13,0.15,0,0,0
"농어, 점농어, 생것",127,18.5,5.2,0.4,0,69,0.7,0,0,0,0,0,0,0
"누치, 생것",104,17.3,3,0.8,0,29,1,0,14,0.16,0.08,2,0,0
"눈볼대, 생것",143,22.3,5.3,0,0,29,0.3,0,24,0.12,0.1,1,0,0
"눈퉁멸, 생것",136,18.5,6.2,0.4,0,55,1.5,0,84,0.1,0.32,1,0,0
"눈퉁멸, 포, 말린것",342,58.6,5.4,11.1,0,108,29.4,0,0,0,0,0,0,0
"능성어, 생것",93,18.8,1.3,0.3,0,29,1,0,6,0.18,0.22,1,0,0
"다금바리, 생것",100,19.3,1.9,0.1,0,68,1.4,102,17,0.08,0.25,1,0,0
"다랑어, 참다랑어, 생것",175,23.99,8.09,0,0,27,1.98,62,0,0,0.1,0,131.5,53.1
"다랑어, 참다랑어, 냉동",114,24.5,1,0.1,0,8,1.5,40,5,0.07,0.1,1,0,0
"다랑어, 참다랑어, 구운것",184,29.91,6.28,0,0,10,1.31,50,757,0.278,0.306,0,0,0
"다랑어, 참다랑어, 유지통조림",191,22.31,10.6,0,0,8,0.9,157,4,0.013,0.071,0.34,1994.3,906.65
"다랑어, 참다랑어, 붉은살, 생것",125,26.4,1.4,0.1,0,5,1.1,49,83,0.1,0.05,2,8,3
"다랑어, 참다랑어, 지방육, 생것",344,20.1,27.5,0.1,0,7,1.6,71,270,0.04,0.07,4,340,210
"다랑어, 황다랑어, 생것",115,23.9,1.3,0.2,0,19,1.6,0,9,0.09,0.14,2,0,0
참다랑어 샐러드,187,16.04,9.26,9.41,0,17,1,402,22,0.031,0.07,2.2,0,0
"달강어, 생것",121,19.7,4,0.1,0,46,0.4,0,6,0.1,0.12,1,0,0
"달고기, 생것",97,19.1,1.4,0.7,0,14,0.6,0,6,0.1,0.09,1,0,0
"대구, 생것",87,19.5,0.3,0.3,0,35,0.4,0,23,0.12,0.16,1,0,0
"대구, 말린것",258,56,2,0.3,0,26,2.6,500,0,0.1,0.15,0,0,0
"대구, 냉동",82,18,0.5,0.1,0,23,0.2,162,6,0.06,0.05,0,0,0
"대구, 구운것",109,25.2,0.2,0.2,0,48,0.4,140,9,0.09,0.12,0,1,1
"대구, 소금에 절여 반건조",202,45.1,1.1,0,0,269,1.8,2792,0,0.11,0.16,0,0,0
"대구, 염장",92,20,0.7,0.1,0,21,0.4,0,0,0.1,0.08,0,0,0
"대구, 수컷, 생것",82,18.2,0.43,0,0,33,1.17,97,0,0.12,0.04,0,4.8,1.4
"대구, 암컷, 생것",69,15.42,0.32,0,0,29,0.72,112,0,0.12,0.06,0,5.2,1.2
"대구, 포, 말린것",313,65.4,3,1.8,0,184,2.6,967,0,0.26,0.32,0,0,0
"대구, 빨간대구, 생것",95,12.6,4.3,0.7,0,134,4,0,15,0.38,0.1,0,0,0
"대구, 은대구, 생것",127,13.1,7.9,0,0,105,2.2,128,0,0,0,0,0,0
"대구 부산물, 내장, 생것",85,15,2.3,0.1,0,26,7.3,194,26,0.22,0.11,1,0,0
"대구 부산물, 알, 생것",115,23.4,1.6,0.2,0,10,1,0,126,0.66,0.59,0,0,0
"대구 튀김, 냉동",109,13.7,0.8,11.1,0,5,0.6,221,0,0.15,0.28,1,0,0
"대구젓, 염절임",66,14.7,0.4,0,0,15,4.9,2562,0,0,0,0,0,0
"대구젓, 아가미젓, 염절임",76,14.4,1.3,0.6,0,28,0.8,7439,9,0.06,0.05,1,0,0
"대구횟대, 생것",93,19.5,0.9,0.5,0,92,2.5,0,0,0,0,0,0,0
"대두어(흑연), 생것",96,17.5,2.1,0.5,0,47,1.2,0,11,0.18,0.14,1,0,0
"도다리, 생것",79,17.6,0.2,0.5,0,22,1.1,0,21,0.17,0.14,1,0,0
"도도바리, 생것",96,19.4,1.2,0.5,0,66,0.9,0,0,0,0,0,0,0
"도루묵, 생것",112,16,4.6,0.5,0,18,0.4,0,24,0.04,0.12,0,0,0
"도루묵, 소금에 절여 말린것",280,44.8,9.8,0.2,0,25,20,1200,0,0.04,0.08,0,0,0
"도치, 생것",61,7.2,3,0.9,0,101,1.2,0,0,0.04,0.1,0,0,0
"독가시치, 생것",98,20.3,1.2,0,0,34,1.2,0,6,0.05,0.1,0,0,0
"돔, 각시돔, 생것",91,20.1,0.6,0,0,46,1.5,0,6,0.06,0.15,0,0,0
"돔, 감성돔, 생것",101,18.8,2.3,0.1,0,24,1.2,0,18,0.11,0.18,1,0,0
"돔, 강담돔, 생것",93,18.9,1.4,0,0,35,0.7,0,17,0.15,0.18,1,0,0
"돔, 구갈돔, 생것",90,20.4,0.3,0,0,52,1,0,6,0.13,0.15,1,0,0
"돔, 금눈돔, 생것",121,18.5,4.5,0.3,0,13,2,0,15,0.15,0.2,0,0,0
"돔, 꼽새돔, 생것",102,19,2.3,0.1,0,37,1.3,0,18,0.12,0.1,1,0,0
"돔, 도화돔, 생것",130,21.3,4.3,0,0,40,1.2,0,14,0.2,0.21,1,0,0
"돔, 독돔, 생것",98,20.8,0.9,0.2,0,51,1.4,0,11,0.2,0.26,1,0,0
"돔, 돌돔, 생것",87,17.8,1,0.4,0,57,0.6,0,12,0.19,0.2,1,0,0
"돔, 백미돔, 생것",102,21,1.2,0.4,0,56,1.1,0,12,0.09,0.18,0,0,0
"돔, 범돔, 생것",95,19.5,1.1,0.4,0,55,0.9,0,12,0.1,0.15,1,0,0
"돔, 벵에돔, 생것",99,20.2,1.4,0,0,42,1.1,0,6,0.07,0.18,1,0,0
"돔, 뿔돔, 생것",97,18,2.2,0,0,49,1.1,0,12,0.18,0.15,1,0,0
"돔, 샛돔, 생것",120,16.3,5.5,0.2,0,15,0.6,0,42,0.13,0.12,1,0,0
"돔, 실꼬리돔, 생것",107,19.8,2.5,0.1,0,44,0.7,0,20,0.12,0.18,1,0,0
"돔, 실붉돔, 생것",100,17.8,2.7,0,0,81,9.1,0,0,0,0,0,0,0
"돔, 어름돔, 생것",94,19.5,1.2,0,0,64,0.7,0,11,0.16,0.13,1,0,0
"돔, 옥돔, 생것",83,18.1,0.2,0.9,0,40,0.6,0,33,0.15,0.2,1,0,0
"돔, 옥돔, 반건조",104,19.5,2.3,0,0,29,1,0,12,0.03,0.05,0,0,0
"돔, 옥돔, 삶은것",125,20.7,4,0,0,34,0.4,91,11,0.04,0.06,1,19,8
"돔, 옥돔, 구운것",119,22.5,2.6,0,0,54,0.5,110,26,0.04,0.06,0,14,5
"돔, 육동가리돔, 생것",103,18.6,2.6,0,0,35,1.2,0,21,0.14,0.21,0,0,0
"돔, 자리돔, 생것",88,19.5,0.4,0.4,0,56,0.7,0,21,0.13,0.15,1,0,0
"돔, 참돔, 생것",83,18.4,0.1,0.8,0,33,0.5,0,9,0.26,0.15,1,0,0
"돔, 참돔, 삶은것",206,22.2,11.9,0.1,0,20,0.2,50,10,0.16,0.07,2,320,65
"돔, 참돔, 구운것",210,22.7,12,0.1,0,24,0.2,55,17,0.14,0.09,3,400,74
"돔, 호박돔, 생것",91,20.3,0.5,0,0,68,0.7,0,6,0.15,0.12,1,0,0
"돔, 혹돔, 생것",96,18.5,1.7,0.4,0,18,0.3,0,14,0.12,0.09,1,0,0
"돔, 황돔, 생것",103,20.2,1.7,0.3,0,51,0.5,0,27,0.18,0.21,0,0,0
"돔, 황줄돔, 생것",97,19.3,1.6,0,0,38,1.2,0,8,0.1,0.13,1,0,0
"돔 부산물, 껍질, 생것",184,16.6,12.5,0,0,11,7,0,0,0,0,0,0,0
"동사리, 생것",81,16.9,1,0,0,20,1,0,5,0.06,0.07,1,0,0
"동자개(빠가사리), 생것",146,15.4,8.8,0.2,0,32,0.4,119,55,0.11,0.06,2,0,0
"둑중개, 생것",103,15,4.2,0.2,0,520,2.8,260,180,0.07,0.38,1,0,0
"둑중개, 삶은것",122,15.8,5.8,0.2,0,630,2.6,90,290,0.06,0.3,0,190,130
"둑중개, 조린것",302,29.4,5.5,33.8,0,880,5.8,1700,370,0.07,0.48,0,140,120
"드렁허리, 생것",92,17.9,1.7,0,0,72,1.4,0,240,0.38,0.29,1,0,0
"등가시치, 생것",80,18.5,0.1,0,0,24,0.4,0,11,0.06,0.13,1,0,0
"만새기, 생것",108,21.3,1.9,0,0,13,0.7,50,8,0.2,0.15,1,16,8
"망둥어(풀망둑), 생것",78,16.4,0.7,0.3,0,12,0.9,0,9,0.06,0.04,1,0,0
"매퉁이, 생것",94,20.8,0.5,0.1,0,52,0.4,0,5,0.05,0.12,1,0,0
"메기, 생것",113,15.1,5.3,0.1,0,26,0.8,46,48,0.2,0.07,1,0,0
"메기, 물메기, 생것",79,16.4,0.9,0.1,0,36,1,0,0,0.08,0.08,0,0,0
"메기, 붉은메기, 생것",84,18.2,0.7,0,0,38,1,0,3,0.14,0.11,1,0,0
"멸치, 생것",125,17.7,5.4,0.3,0,496,3.6,0,38,0.04,0.26,1,0,0
"멸치, 유지통조림",173,9.7,14.6,0,0,0,0,0,0,0,0,0,0,0
"멸치, 대멸치, 삶아서 말린것",302,59.31,5.45,0,0,2088,12.26,2180,0,0.12,0.11,0,45.92,19.94
"멸치, 중멸치, 삶아서 말린것",246,49.69,3.3,1.07,0,2486,12,2377,0.25,0.138,0.153,0,19.69,4.74
"멸치, 잔멸치, 삶아서 말린것",226,42.94,4.59,0.32,0,620,0.91,2646,0,0.022,0.096,0,44.36,46.72
"멸치 볶음, 멸치풋고추볶음",266,23.3,11.2,17,2.2,561,35.5,1378,37,0.18,0.27,0,0,0
